id,product_name,brand,category,gender,size,color,price,short_description,long_description,image_paths
88,Connected Apparel Floral Dresses,Connected Apparel,dresses,Women,,Floral,450000,"Discover  Floral dresses — where elegance meets everyday comfort. Great value, lasting impression.","The  Floral dresses is a premium women dresses designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  dresses — a wardrobe essential.",product_images\Women\connected_apparel_multi_floral_size_20wjpeg_88\image_1.jpeg
89,DKNY Floral Dresses (12 US),DKNY,dresses,Women,12 US,Floral,830000,Shop the  Floral dresses — a stylish women dresses that blends comfort with timeless design. Perfect for elevating your wardrobe.,"The  Floral dresses is a premium women dresses designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  dresses — a wardrobe essential.",product_images\Women\dkny_green_floral_size_12usjpeg_89\image_1.jpeg
90,DKNY Dresses (16 US),DKNY,dresses,Women,16 US,,450000,The   dresses delivers premium quality with an impeccable fit. A must-have for discerning shoppers.,"The   dresses is a premium women dresses designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  dresses — a wardrobe essential.",product_images\Women\dkny_linen_blend_size_16usjpeg_90\image_1.jpeg
91,DKNY Sequin Dresses (6 US),DKNY,dresses,Women,6 US,Sequin,580000,Shop the  Sequin dresses — a stylish women dresses that blends comfort with timeless design. Perfect for elevating your wardrobe.,"The  Sequin dresses is a premium women dresses designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  dresses — a wardrobe essential.",product_images\Women\dkny_black_sequin_size_6usjpeg_91\image_1.jpeg
92,DKNY Orange Dresses,DKNY,dresses,Women,,Orange,540000,The  Orange dresses delivers premium quality with an impeccable fit. A must-have for discerning shoppers.,"The  Orange dresses is a premium women dresses designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  dresses — a wardrobe essential.",product_images\Women\dkny_orange_size12jpeg_92\image_1.jpeg
93,DKNY Green Dresses (8 US),DKNY,dresses,Women,8 US,Green,310000,"Discover  Green dresses — where elegance meets everyday comfort. Great value, lasting impression.","The  Green dresses is a premium women dresses designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  dresses — a wardrobe essential.",product_images\Women\dkny_green_size_8usjpeg_93\image_1.jpeg
94,Donna Karan Navy Dresses (6 US),Donna Karan,dresses,Women,6 US,Navy,540000,The  Navy dresses delivers premium quality with an impeccable fit. A must-have for discerning shoppers.,"The  Navy dresses is a premium women dresses designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  dresses — a wardrobe essential.",product_images\Women\donna_karan_navy_gold_buttons_size_6usjpeg_94\image_1.jpeg
95,Dresse The Population Maroon Dresses (S),Dresse The Population,dresses,Women,S,Maroon,0,Shop the  Maroon dresses — a stylish women dresses that blends comfort with timeless design. Perfect for elevating your wardrobe.,"The  Maroon dresses is a premium women dresses designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  dresses — a wardrobe essential.",product_images\Women\dresse_the_population_maroon_size_s_12mjpeg_95\image_1.jpeg
96,Eliza Sequin Dresses (2 US),Eliza,dresses,Women,2 US,Sequin,800000,Add  Sequin to your collection — quality women dresses crafted for the modern individual. Order now!,"The  Sequin dresses is a premium women dresses designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  dresses — a wardrobe essential.",product_images\Women\elizagold_sequins_size_2usjpeg_96\image_1.jpeg
97,French Connection Blue Dresses (M),French Connection,dresses,Women,M,Blue,300000,"Discover  Blue dresses — where elegance meets everyday comfort. Great value, lasting impression.","The  Blue dresses is a premium women dresses designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  dresses — a wardrobe essential.",product_images\Women\french_connection_blue_stripped_sizes_m_and_xljpeg_97\image_1.jpeg
98,Hush Print Dresses,Hush,dresses,Women,,Print,550000,"Discover  Print dresses — where elegance meets everyday comfort. Great value, lasting impression.","The  Print dresses is a premium women dresses designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  dresses — a wardrobe essential.",product_images\Women\hush_snake_print_sizemjpeg_98\image_1.jpeg
99,Karl Lagerfeld Red Dresses (8 US),Karl Lagerfeld,dresses,Women,8 US,Red,540000,"Discover  Red dresses — where elegance meets everyday comfort. Great value, lasting impression.","The  Red dresses is a premium women dresses designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  dresses — a wardrobe essential.",product_images\Women\karl_lagerfeld_multi_colored_size_8usjpeg_99\image_1.jpeg
100,Karl Lagerfeld Pink Dresses (8 US),Karl Lagerfeld,dresses,Women,8 US,Pink,540000,The  Pink dresses delivers premium quality with an impeccable fit. A must-have for discerning shoppers.,"The  Pink dresses is a premium women dresses designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  dresses — a wardrobe essential.",product_images\Women\karl_lagerfeld_pink_size_8usjpeg_100\image_1.jpeg
101,Kasper Gold Dresses (4 US),Kasper,dresses,Women,4 US,Gold,650000,Shop the  Gold dresses — a stylish women dresses that blends comfort with timeless design. Perfect for elevating your wardrobe.,"The  Gold dresses is a premium women dresses designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  dresses — a wardrobe essential.",product_images\Women\kasper_gold_jacket_size_4us_backjpeg_101\image_1.jpeg
102,Kasper Gold Dresses (4 US),Kasper,dresses,Women,4 US,Gold,650000,Shop the  Gold dresses — a stylish women dresses that blends comfort with timeless design. Perfect for elevating your wardrobe.,"The  Gold dresses is a premium women dresses designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  dresses — a wardrobe essential.",product_images\Women\kasper_gold_jacket_size_4usjpeg_102\image_1.jpeg
103,Kasper Green Dresses (10 US),Kasper,dresses,Women,10 US,Green,450000,"Discover  Green dresses — where elegance meets everyday comfort. Great value, lasting impression.","The  Green dresses is a premium women dresses designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  dresses — a wardrobe essential.",product_images\Women\kasper_green_size_10usjpeg_103\image_1.jpeg
104,Kasper Dresses (14 US),Kasper,dresses,Women,14 US,,540000,Add   to your collection — quality women dresses crafted for the modern individual. Order now!,"The   dresses is a premium women dresses designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  dresses — a wardrobe essential.",product_images\Women\kasper_lime_size_14usjpeg_104\image_1.jpeg
105,Tahari Cream Dresses,Tahari,dresses,Women,,Cream,450000,"Discover  Cream dresses — where elegance meets everyday comfort. Great value, lasting impression.","The  Cream dresses is a premium women dresses designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  dresses — a wardrobe essential.",product_images\Women\tahari_cream_size_18jpeg_105\image_1.jpeg
106,Tommy Hilfiger Navy Dresses (12 US),Tommy Hilfiger,dresses,Women,12 US,Navy,540000,"Discover  Navy dresses — where elegance meets everyday comfort. Great value, lasting impression.","The  Navy dresses is a premium women dresses designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  dresses — a wardrobe essential.",product_images\Women\tommy_hilfiger_navy_team_flowers_size_12usjpeg_106\image_1.jpeg
107,Zara Checked Dresses (M),Zara,dresses,Women,M,Checked,500000,The  Checked dresses delivers premium quality with an impeccable fit. A must-have for discerning shoppers.,"The  Checked dresses is a premium women dresses designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  dresses — a wardrobe essential.",product_images\Women\zara_checked_size_mjpeg_107\image_1.jpeg
108,Aldo Gold Shoes (8.5 US),Aldo,shoes,Women,8.5 US,Gold,350000,"Discover  Gold shoes — where elegance meets everyday comfort. Great value, lasting impression.","The  Gold shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\aldo_gold_size_85_usjpeg_108\image_1.jpeg
109,Aldo Multi Shoes,Aldo,shoes,Women,,Multi,400000,The  Multi shoes delivers premium quality with an impeccable fit. A must-have for discerning shoppers.,"The  Multi shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\aldo_multi_size_10m_us_400kjpeg_109\image_1.jpeg|product_images\Women\aldo_multi_size_10m_us_400kjpeg_109\image_2.jpeg
110,Stones Shoes (9.5 US),,shoes,Women,9.5 US,Stones,700000,Add  Stones to your collection — quality women shoes crafted for the modern individual. Order now!,"The  Stones shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\besty_johnson_gold_stones_size_95us_700kjpeg_110\image_1.jpeg
111,Stones Shoes (9.5 US),,shoes,Women,9.5 US,Stones,700000,"Discover  Stones shoes — where elegance meets everyday comfort. Great value, lasting impression.","The  Stones shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\besty_johnson_gold_stones_size_95usjpeg_111\image_1.jpeg
112,Black Shoes,,shoes,Women,,Black,300000,The  Black shoes delivers premium quality with an impeccable fit. A must-have for discerning shoppers.,"The  Black shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\clarks_black_sizes_5d6d7d_uk_300kjpeg_112\image_1.jpeg
113,Black Shoes,,shoes,Women,,Black,300000,Add  Black to your collection — quality women shoes crafted for the modern individual. Order now!,"The  Black shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\clarks_black_sizes_5d6d7d_ukjpeg_113\image_1.jpeg
114,CLARKS Black Shoes,CLARKS,shoes,Women,,Black,500000,Shop the  Black shoes — a stylish women shoes that blends comfort with timeless design. Perfect for elevating your wardrobe.,"The  Black shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\clarks_black_size_8d_uk_500kjpeg_114\image_1.jpeg
115,CLARKS Black Shoes,CLARKS,shoes,Women,,Black,500000,Shop the  Black shoes — a stylish women shoes that blends comfort with timeless design. Perfect for elevating your wardrobe.,"The  Black shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\clarks_black_size_8d_ukjpeg_115\image_1.jpeg
116,Clarks Black Shoes,Clarks,shoes,Women,,Black,400000,Add  Black to your collection — quality women shoes crafted for the modern individual. Order now!,"The  Black shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\clarks_black_kitten_heel_size_45_uk_jpeg_116\image_1.jpeg
117,Clarks Print Shoes,Clarks,shoes,Women,,Print,300000,Shop the  Print shoes — a stylish women shoes that blends comfort with timeless design. Perfect for elevating your wardrobe.,"The  Print shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\clarks_snake_print_size_4ejpeg_117\image_1.jpeg
118,Clarks Print Shoes (6D UK),Clarks,shoes,Women,6D UK,Print,300000,Add  Print to your collection — quality women shoes crafted for the modern individual. Order now!,"The  Print shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\clarks_snake_print_size_6d_ukjpeg_118\image_1.jpeg
119,French Connection Maroon Shoes,French Connection,shoes,Women,,Maroon,350000,"Discover  Maroon shoes — where elegance meets everyday comfort. Great value, lasting impression.","The  Maroon shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\french_connection_maroon_size_65_uk_350kjpeg_119\image_1.jpeg
120,French Connection Maroon Shoes,French Connection,shoes,Women,,Maroon,350000,The  Maroon shoes delivers premium quality with an impeccable fit. A must-have for discerning shoppers.,"The  Maroon shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\french_connection_maroon_size_65_ukjpeg_120\image_1.jpeg
121,Guess Red Shoes (8.5 US),Guess,shoes,Women,8.5 US,Red,450000,"Discover  Red shoes — where elegance meets everyday comfort. Great value, lasting impression.","The  Red shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\guess_red_size_85_usjpeg_121\image_1.jpeg
122,JEWEL Stone Shoes (10 US),JEWEL,shoes,Women,10 US,Stone,600000,Shop the  Stone shoes — a stylish women shoes that blends comfort with timeless design. Perfect for elevating your wardrobe.,"The  Stone shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\jewel_sliver_stone_size_10us_600kjpeg_122\image_1.jpeg
123,JEWEL Stone Shoes (10 US),JEWEL,shoes,Women,10 US,Stone,600000,Shop the  Stone shoes — a stylish women shoes that blends comfort with timeless design. Perfect for elevating your wardrobe.,"The  Stone shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\jewel_sliver_stone_size_10usjpeg_123\image_1.jpeg
124,MNG Black Shoes,MNG,shoes,Women,,Black,325000,Add  Black to your collection — quality women shoes crafted for the modern individual. Order now!,"The  Black shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\mng_black_sizes_39_40jpeg_124\image_1.jpeg
125,MNG Black Shoes,MNG,shoes,Women,,Black,400000,Shop the  Black shoes — a stylish women shoes that blends comfort with timeless design. Perfect for elevating your wardrobe.,"The  Black shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\mngblack_size_41jpeg_125\image_1.jpeg
126,Nine West Nude Shoes (7 M),Nine West,shoes,Women,7 M,Nude,300000,The  Nude shoes delivers premium quality with an impeccable fit. A must-have for discerning shoppers.,"The  Nude shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\nine_west_nude_size_7m_uk_300kjpeg_126\image_1.jpeg|product_images\Women\nine_west_nude_size_7m_uk_300kjpeg_126\image_2.jpeg
127,Ralph Lauren Brown Shoes,Ralph Lauren,shoes,Women,,Brown,400000,"Discover  Brown shoes — where elegance meets everyday comfort. Great value, lasting impression.","The  Brown shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\ralph_lauren_brown_8b_usjpeg_127\image_1.jpeg
128,Navy Shoes (8 US),,shoes,Women,8 US,Navy,200000,The  Navy shoes delivers premium quality with an impeccable fit. A must-have for discerning shoppers.,"The  Navy shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\style_co_navy_size_8us_200kjpeg_128\image_1.jpeg
129,Navy Shoes (8 US),,shoes,Women,8 US,Navy,200000,Add  Navy to your collection — quality women shoes crafted for the modern individual. Order now!,"The  Navy shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\style_co_navy_size_8usjpeg_129\image_1.jpeg
130,Ted Baker Black Shoes,Ted Baker,shoes,Women,,Black,400000,Add  Black to your collection — quality women shoes crafted for the modern individual. Order now!,"The  Black shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\ted_baker_black_size_6ukjpeg_130\image_1.jpeg
131,Toms Grey Shoes,Toms,shoes,Women,,Grey,200000,The  Grey shoes delivers premium quality with an impeccable fit. A must-have for discerning shoppers.,"The  Grey shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\toms_grey_size_8uk_200kjpeg_131\image_1.jpeg|product_images\Women\toms_grey_size_8uk_200kjpeg_131\image_2.jpeg
132,Red Shoes,,shoes,Women,,Red,250000,The  Red shoes delivers premium quality with an impeccable fit. A must-have for discerning shoppers.,"The  Red shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\toms_red_size_8uk_250kjpeg_132\image_1.jpeg|product_images\Women\toms_red_size_8uk_250kjpeg_132\image_2.jpeg
133,Vince Camuto Black Shoes (9.5 US),Vince Camuto,shoes,Women,9.5 US,Black,350000,Shop the  Black shoes — a stylish women shoes that blends comfort with timeless design. Perfect for elevating your wardrobe.,"The  Black shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\vince_camuto_black_size_95usjpeg_133\image_1.jpeg
134,Zara Maroon Shoes,Zara,shoes,Women,,Maroon,450000,Add  Maroon to your collection — quality women shoes crafted for the modern individual. Order now!,"The  Maroon shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\zara_maroon_size_40_1_sizejpeg_134\image_1.jpeg
135,Zara Maroon Shoes,Zara,shoes,Women,,Maroon,450000,Add  Maroon to your collection — quality women shoes crafted for the modern individual. Order now!,"The  Maroon shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\zara_maroon_size_40_size_39jpeg_135\image_1.jpeg
136,Zara Maroon Shoes,Zara,shoes,Women,,Maroon,450000,Add  Maroon to your collection — quality women shoes crafted for the modern individual. Order now!,"The  Maroon shoes is a premium women shoes designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  shoes — a wardrobe essential.",product_images\Women\zara_maroon_size_40jpeg_136\image_1.jpeg
137,Zara Checked Waist-Coats,Zara,waist-coats,Women,,Checked,250000,The  Checked waist-coats delivers premium quality with an impeccable fit. A must-have for discerning shoppers.,"The  Checked waist-coats is a premium women waist-coats designed to offer exceptional quality and style. Featuring a carefully crafted silhouette, this piece combines classic aesthetics with modern comfort. Made from high-quality materials, it ensures durability and a refined look.. Suitable for a range of occasions, from casual outings to more polished events. Complete your look with this versatile  waist-coats — a wardrobe essential.",product_images\Women\zarachecked_size_sjpeg_137\image_1.jpeg
